Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,7.929260,7.929260,7.621930,7.683390,5.273674,1208659601
2000-01-05,7.744860,8.175130,7.744860,8.175130,5.611190,1216493868
2000-01-06,8.728330,8.728330,8.728330,8.728330,5.990892,836166271
2000-01-07,9.281540,9.281540,9.281540,9.281540,6.370600,1700854284
2000-01-10,9.896210,9.896210,9.650340,9.896210,6.792494,5941563972
2000-01-11,10.449400,10.449400,9.650340,10.019100,6.876841,3913390901
2000-01-12,10.019100,10.203600,9.896210,10.019100,6.876841,1934287136
2000-01-13,9.957680,10.203600,9.896210,9.957680,6.834686,2775744039
2000-01-14,10.019100,10.142100,9.834740,9.834740,6.750302,1839207881
2000-01-17,10.326500,10.633800,10.080600,10.633800,7.298754,3312970100
2000-01-18,11.064100,11.371400,10.818200,11.309900,7.762813,4779063994
2000-01-19,11.064100,11.555800,10.879700,11.064100,7.594101,2758995252
2000-01-20,11.187000,11.309900,10.449400,10.695300,7.340969,1729986923
2000-01-21,10.695300,10.818200,10.510900,10.695300,7.340969,1168681330
2000-01-24,10.695300,11.432900,10.633800,11.432900,7.847237,2348959913
2000-01-25,11.555800,12.170500,11.309900,11.986100,8.226938,4034084655
2000-01-26,11.924600,12.785200,11.678800,12.785200,8.775418,5771538982
2000-01-27,13.154000,13.645700,13.154000,13.645700,9.366043,5317190536
2000-01-28,14.260400,14.444800,13.768600,13.891600,9.534822,6949187705
2000-01-31,13.031000,13.276900,12.662200,12.846600,8.817562,1915483594
2000-02-01,13.215400,13.707200,12.908100,13.645700,9.366043,3766032493
2000-02-02,27.224300,27.224300,27.224300,27.224300,18.686029,0
2000-02-03,27.224300,27.224300,27.224300,27.224300,18.686029,0
2000-02-04,27.224300,27.224300,27.224300,27.224300,18.686029,0
2000-02-07,27.224300,27.224300,27.224300,27.224300,18.686029,0
2000-02-08,27.224300,27.224300,27.224300,27.224300,18.686029,0
2000-02-09,14.137400,14.383300,13.768600,14.198900,9.745746,3820760921
2000-02-10,13.953000,14.998000,13.953000,14.690600,10.083236,5034630623
2000-02-11,14.875000,14.998000,13.768600,14.198900,9.745746,4389957723
2000-02-14,14.137400,14.198900,13.276900,13.276900,9.112909,2901027237
2000-02-15,13.276900,13.399800,12.723700,12.846600,8.817562,2610034363
2000-02-16,13.522800,13.522800,13.031000,13.215400,9.070697,3096853003
2000-02-17,13.154000,13.461300,13.092500,13.154000,9.028555,2722795423
2000-02-18,13.276900,13.522800,12.908100,12.969600,8.901986,2708675684
2000-02-21,13.031000,13.891600,13.031000,13.338400,9.155121,5740498007
2000-02-22,12.539300,13.092500,12.416400,12.416400,8.522285,3542028256
2000-02-23,12.293400,12.662200,12.047600,12.047600,8.269151,2372130016
2000-02-24,11.924600,12.293400,11.248500,11.309900,7.762813,2519622642
2000-02-25,11.309900,11.494400,10.818200,10.941100,7.509677,1946580696
2000-02-28,21.828501,21.828501,21.828501,21.828501,14.982498,0
2000-02-29,11.125600,11.371400,10.941100,11.064100,7.594101,1094141504
2000-03-01,11.248500,11.801700,11.064100,11.801700,8.100370,1316788105
2000-03-02,12.047600,12.170500,11.801700,11.801700,8.100370,1348374900
2000-03-03,11.801700,12.170500,11.494400,11.678800,8.016017,1177117545
2000-03-06,11.187000,11.309900,10.879700,10.941100,7.509677,993891193
2000-03-07,10.941100,11.432900,10.941100,11.002600,7.551891,986688157
2000-03-08,11.187000,11.309900,10.941100,11.064100,7.594101,1400283122
2000-03-09,11.125600,11.248500,11.064100,11.064100,7.594101,1016434945
2000-03-10,11.064100,11.309900,10.818200,11.002600,7.551891,1005143546
2000-03-13,10.818200,10.818200,10.265000,10.265000,7.045621,1208128422
2000-03-14,9.834740,10.572300,9.711810,9.896210,6.792494,1255549694
2000-03-15,10.080600,10.203600,9.834740,9.834740,6.750302,854182401
2000-03-16,9.158600,10.019100,9.158600,9.957680,6.834686,1559024034
2000-03-17,10.080600,10.265000,10.019100,10.142100,6.961267,1690312066
2000-03-20,9.834740,9.834740,9.834740,9.834740,6.750302,74905875
2000-03-21,9.527410,10.326500,9.527410,10.142100,6.961267,2845767631
2000-03-22,10.142100,10.203600,9.834740,9.834740,6.750302,1188801023
2000-03-23,9.650340,10.510900,9.650340,10.449400,7.172188,2429504573
2000-03-24,10.203600,10.387900,10.142100,10.142100,6.961267,967396549
2000-03-27,9.834740,10.080600,9.711810,9.896210,6.792494,1290272311
2000-03-28,9.957680,10.203600,9.957680,10.019100,6.876841,1193868771
2000-03-29,10.019100,10.265000,9.957680,10.080600,6.919054,975201532
2000-03-30,10.080600,10.326500,9.957680,10.019100,6.876841,1497015293
2000-03-31,10.203600,10.326500,10.080600,10.080600,6.919054,1219919275
2000-04-03,20.111700,20.111700,20.111700,20.111700,13.804135,0
2000-04-04,20.111700,20.111700,20.111700,20.111700,13.804135,0
2000-04-05,9.957680,10.019100,9.834740,9.834740,6.750302,1098935935
2000-04-06,9.896210,10.080600,9.834740,9.834740,6.750302,1077867768
2000-04-07,9.957680,10.019100,9.834740,9.834740,6.750302,1024379840
2000-04-10,9.588870,9.834740,9.588870,9.588870,6.581543,1403865524
2000-04-11,9.711810,9.773280,9.588870,9.711810,6.665926,901263653
2000-04-12,9.711810,9.957680,9.711810,9.711810,6.665926,1334101420
2000-04-13,9.588870,9.834740,9.465940,9.465940,6.497169,816301185
2000-04-14,9.343010,9.711810,9.343010,9.465940,6.497169,769743790
2000-04-17,9.097140,9.343010,9.035670,9.035670,6.201843,1067890079
2000-04-18,9.220070,9.281540,9.097140,9.220070,6.328409,1114652463
2000-04-19,9.281540,9.343010,8.974200,8.974200,6.159651,710049294
2000-04-20,8.974200,9.220070,8.851270,8.912740,6.117465,2138124501
2000-04-21,8.974200,9.035670,8.851270,8.851270,6.075275,682613497
2000-04-24,8.728330,8.851270,8.605400,8.666870,5.948709,886716043
2000-04-25,8.605400,8.728330,8.605400,8.605400,5.906516,645452992
2000-04-26,8.605400,8.666870,8.359530,8.359530,5.737759,1107134625
2000-04-27,8.543930,8.543930,8.236600,8.298060,5.695567,1296848996
2000-04-28,8.236600,8.482470,7.990730,8.298060,5.695567,995190261
2000-05-01,16.555300,16.555300,16.555300,16.555300,11.363114,0
