Date,Open,High,Low,Close,Adj Close,Volume
1993-01-01,0.365400,0.379220,0.343910,0.367700,0.035449,551180747168
1993-02-01,0.378450,0.399180,0.356960,0.367700,0.035449,1328830742112
1993-03-01,0.387660,0.445240,0.381520,0.437560,0.042184,2082343706813
1993-04-01,0.437560,0.452910,0.379220,0.399180,0.038484,1067127745558
1993-05-01,0.387660,0.395340,0.355420,0.356960,0.034414,432689693789
1993-06-01,0.358490,0.376150,0.347750,0.347750,0.033526,312592570696
1993-07-01,0.347750,0.562530,0.325480,0.546570,0.052694,471990512237
1993-08-01,0.336230,0.368470,0.336230,0.353890,-0.042157,489036700384
1993-09-01,0.353120,0.385930,0.344800,0.385930,-0.045974,385552387568
1993-10-01,0.381550,0.408680,0.379800,0.400810,-0.047746,575483233309
1993-11-01,0.400810,0.770110,0.400810,0.749100,-0.089236,2709479683224
1993-12-01,0.468190,0.647590,0.437560,0.647590,-0.077144,1511594598325
1994-01-01,0.647590,1.113150,0.481320,0.805110,-0.095909,3855386980412
1994-02-01,0.507570,0.507570,0.441940,0.455060,-0.054209,648063105193
1994-03-01,0.455060,0.533820,0.446310,0.498820,-0.059422,1291669685901
1994-04-01,0.490070,0.612580,0.490070,0.581960,-0.069326,1585655407573
1994-05-01,0.595080,0.630090,0.577580,0.612580,-0.072973,658458748437
1994-06-01,0.621340,0.700100,0.590710,0.621340,-0.074017,1445081313234
1994-07-01,0.621340,1.337190,0.621340,1.288180,0.588139,5014287189030
1994-08-01,0.831370,1.047520,0.752600,1.047520,0.478262,2253563635805
1994-09-01,1.047520,1.047520,0.877920,0.977690,0.446380,719024591111
1994-10-01,0.977690,1.167240,0.917830,1.067470,0.487370,1418568226197
1994-11-01,1.037540,1.112370,0.947760,1.082440,0.494205,670380613994
1994-12-01,1.077450,1.237070,1.077450,1.157260,0.528365,583524194763
1995-01-01,1.157260,1.867580,0.847990,1.396690,0.637681,902072161880
1995-02-01,0.872930,1.532370,0.773170,1.460540,0.666833,2178629391362
1995-03-01,0.912840,1.177210,0.867950,1.137310,0.519257,2373204284938
1995-04-01,1.137310,1.923450,1.077450,1.803730,0.823521,6248916076215
1995-05-01,1.157260,1.227100,1.022580,1.167240,0.532922,2537068364670
1995-06-01,1.167240,1.217120,1.087430,1.172230,0.535200,1056519866497
1995-07-01,1.167240,1.227100,0.877920,0.937780,0.428158,1783973212870
1995-08-01,0.927800,1.019590,0.838020,0.977690,0.446380,1080334879217
1995-09-01,0.984670,1.291940,0.984670,1.159260,0.529278,572240110671
1995-10-01,1.194170,1.257020,1.145290,1.152270,0.526087,376673870584
1995-11-01,1.117360,1.159260,0.838020,0.865950,0.395363,1247429237544
1995-12-01,0.879920,1.019590,0.851980,1.012600,0.462318,1336195259328
1996-01-01,1.012600,1.653690,0.845000,1.385520,0.632581,1554907151020
1996-02-01,0.865950,0.872930,0.684380,0.684380,0.312464,1084101488688
1996-03-01,0.688570,0.768180,0.639690,0.740250,0.337973,2493158603543
1996-04-01,0.747230,0.886900,0.740250,0.851980,0.388985,2766815117965
1996-05-01,0.858970,0.921820,0.810080,0.865950,0.395363,1801475954310
1996-06-01,0.865950,1.138310,0.858970,1.040540,0.475075,1026537761065
1996-07-01,1.040540,1.787770,1.019590,1.776590,0.811130,913428357340
1996-08-01,1.110370,2.178840,1.058000,2.044760,0.933567,1906027496089
1996-09-01,1.277970,1.466530,1.236070,1.445580,0.660002,944908891925
1996-10-01,1.445580,1.780780,1.435100,1.676030,0.765218,2161307168496
1996-11-01,1.676030,2.053140,1.602710,1.738880,0.793913,4151348711178
1996-12-01,1.759830,1.801730,1.634130,1.707460,0.779568,1928996569974
1997-01-01,1.707460,2.866020,1.466530,2.698410,1.232001,7999015965622
1997-02-01,1.676030,2.273120,1.655080,2.084570,0.951743,4130944572593
1997-03-01,2.115990,2.933060,2.115990,2.817830,1.286525,5279301711526
1997-04-01,2.817830,3.603470,2.817830,3.393970,1.549570,5451791704987
1997-05-01,3.393970,5.866110,3.006380,5.028100,2.295658,8220594403705
1997-06-01,3.414920,4.692890,3.373020,4.294830,1.960872,7963017786022
1997-07-01,4.294830,12.858500,4.106280,12.389200,5.656484,15013442686899
1997-08-01,7.625950,8.887160,7.332640,7.919250,3.615659,4677425667361
1997-09-01,8.036580,8.036580,5.954110,6.306070,2.879135,4760848443040
1997-10-01,6.306070,7.156660,3.798310,3.842300,1.754262,5656495123682
1997-11-01,3.988960,6.012770,3.959630,5.279500,2.410439,6620730176478
1997-12-01,4.986200,6.100760,4.516910,4.839540,2.209568,5780460890169
1998-01-01,4.839540,9.010350,4.120940,8.822640,4.028114,7383798906948
1998-02-01,5.807450,7.332640,5.719460,6.540720,2.986269,6700970044277
1998-03-01,6.511390,6.570050,5.015530,5.778120,2.638091,7014793223707
1998-04-01,5.866110,6.276740,5.338160,5.631470,2.571136,5282998059832
1998-05-01,5.631470,10.605900,5.631470,9.104210,4.156670,6180760336134
1998-06-01,5.572810,5.719460,4.487580,5.103520,2.330092,5982845148282
1998-07-01,5.103520,11.450700,5.103520,10.699800,4.885161,9048788454724
1998-08-01,6.540720,7.309180,6.282610,6.734300,3.074651,4546901277985
1998-09-01,6.570050,6.816420,6.036230,6.282610,2.868424,2432223518136
1998-10-01,6.159420,6.487920,5.214980,6.405800,2.924669,1681815623955
1998-11-01,6.857490,7.596620,6.611110,7.227050,3.299623,3725149644059
1998-12-01,7.185990,7.760870,6.980680,7.309180,3.337120,1866911344699
1999-01-01,7.309180,12.614500,6.980680,11.366200,5.189416,4932731723567
1999-02-01,7.021740,7.021740,6.159420,6.570050,2.999660,1187321970323
1999-03-01,6.611110,7.801930,6.200480,7.268120,3.318374,1707630219611
1999-04-01,7.268120,8.171500,7.103860,7.309180,3.337120,1861726907309
1999-05-01,7.432370,8.787440,7.227050,8.458940,3.862062,1962523511678
1999-06-01,8.541060,12.483100,8.089370,11.990300,5.474360,3463066620121
1999-07-01,11.990300,20.301500,9.083090,15.912700,7.265193,4814858752151
1999-08-01,9.600480,12.532400,9.428020,11.900000,5.433131,1461113825434
1999-09-01,12.129900,12.474900,10.980200,11.957500,5.459384,975303387972
1999-10-01,12.072500,12.762300,11.382600,12.474900,5.695612,885846926857
1999-11-01,12.819800,15.119300,12.072500,12.992300,5.931838,1222244346160
1999-12-01,12.934800,13.739600,11.497600,13.452200,6.141813,994484392978
2000-01-01,13.452200,13.896000,9.937780,10.485200,4.787182,6403606158
2000-02-01,13.211800,15.159300,10.358900,15.054100,6.873185,2955565149
2000-03-01,15.159300,19.738701,13.948700,18.580700,8.483311,3537050975
2000-04-01,14.864500,18.791201,13.896000,15.527800,7.089461,1997132409
2000-05-01,12.422200,15.422500,10.990500,14.843500,6.777032,1524356442
2000-06-01,14.790900,17.054199,13.096000,14.632900,6.680879,1774158546
2000-07-01,14.632900,21.883101,14.159200,21.438299,9.787992,1264604182
2000-08-01,21.527300,21.972099,16.937201,21.082500,10.307885,909235904
2000-09-01,21.883101,23.573299,16.367800,18.324900,8.959608,2062684895
2000-10-01,16.901600,17.435301,12.311500,15.033500,7.350342,1104815731252
2000-11-01,15.478300,19.214399,14.410800,16.723700,8.176733,100765135636
2000-12-01,16.456800,17.168400,14.144000,14.944600,7.306877,341871713990
2001-01-01,14.766700,19.481300,14.499800,18.858601,9.220553,2378671386
2001-02-01,18.858601,19.125500,17.435301,17.880100,8.742133,2119162046
2001-03-01,17.880100,19.303400,16.723700,17.880100,8.742133,1515850605
2001-04-01,17.791100,18.324900,16.901600,17.168400,8.394161,1002996762
2001-05-01,17.346399,17.791100,16.723700,16.901600,8.263714,805037586
2001-06-01,16.901600,17.079500,14.766700,16.101000,7.872275,893215933
2001-07-01,16.118799,17.506500,15.318200,17.292999,8.455082,876697051181
2001-08-01,17.506500,18.253700,14.250700,14.250700,7.449562,775571002397
2001-09-01,13.290000,13.556900,10.141000,11.742200,6.138243,1583778465372
2001-10-01,11.742200,14.090600,10.888200,13.663600,7.142657,1265283203029
2001-11-01,14.090600,17.079500,14.037200,15.478300,8.091293,1041172113049
2001-12-01,15.958700,18.894199,15.691800,17.079500,8.928320,1915407913021
2002-01-01,17.186300,20.495399,16.972700,18.787500,9.821178,271356268706
2002-02-01,19.427900,20.175200,16.545799,17.079500,8.928320,455390442096
2002-03-01,16.972700,18.467199,16.438999,17.186300,8.984151,1423803543048
2002-04-01,17.079500,17.613199,15.371500,16.225500,8.481894,789441519417
2002-05-01,16.332300,18.360500,15.585000,16.545799,8.649328,1207681476596
2002-06-01,16.545799,16.972700,14.304100,14.570900,7.616948,942108161025
2002-07-01,14.410800,16.332300,9.298740,13.890600,7.261322,1468772848291
2002-08-01,13.789900,13.890600,10.951400,13.085300,7.729361,789740292493
2002-09-01,13.286600,13.538300,10.226700,11.726500,6.926731,1101207982335
2002-10-01,11.575500,13.689300,9.059070,12.632400,7.461837,1571767203003
2002-11-01,12.682700,13.588600,12.280100,13.135600,7.759073,740507581834
2002-12-01,10.508500,13.789900,10.508500,12.078800,7.134832,895143048037
2003-01-01,9.663010,13.437600,9.582480,9.582480,5.660279,963329784425
2003-02-01,9.582480,11.978100,9.018810,9.018810,5.327325,463119371773
2003-03-01,11.323800,12.179400,10.971500,11.122500,6.569953,517356738301
2003-04-01,11.072200,12.028400,9.814000,10.971500,6.480759,971173269803
2003-05-01,8.777230,11.978100,8.777230,11.676100,6.896960,539057956358
2003-06-01,11.877400,13.286600,9.622750,12.632400,7.461837,1346622584843
2003-07-01,12.682700,16.910299,12.531700,13.060400,7.714652,2509927825700
2003-08-01,13.060400,20.268400,12.478100,20.268400,11.972348,1301797798873
2003-09-01,20.843300,22.712099,17.709700,20.987101,13.501920,1530424053896
2003-10-01,20.987101,23.287100,17.594700,21.849600,14.056806,1169481124302
2003-11-01,21.849600,22.999599,18.974600,18.974600,12.207191,1218116295533
2003-12-01,18.974600,19.909000,18.830900,19.190300,12.345962,778939526800
2004-01-01,15.352200,22.568300,15.352200,22.280800,14.334214,1258187494626
2004-02-01,22.137100,22.137100,20.987101,21.274599,13.686883,886732482323
2004-03-01,21.418301,21.705799,18.830900,20.483999,13.178254,1751912392739
2004-04-01,20.555901,21.490200,18.759001,18.830900,12.114743,840463233061
2004-05-01,18.902800,19.765200,17.608999,19.190300,12.345962,863480492544
2004-06-01,19.262100,20.483999,13.742200,17.968399,11.559857,1133876214163
2004-07-01,17.968399,17.968399,15.812200,17.608999,11.328640,818685312342
2004-08-01,17.537201,18.762600,14.745600,18.431999,11.858113,1152281613338
2004-09-01,18.679899,20.085100,15.076200,19.341200,13.596602,780924867768
2004-10-01,19.423800,20.663700,16.068100,20.333000,14.293827,677065305891
2004-11-01,20.333000,22.316700,20.167700,21.490200,15.107321,996839327262
2004-12-01,21.242201,24.300400,20.994301,24.300400,17.082853,985237531386
2005-01-01,24.300400,24.383101,22.151400,23.143299,16.269423,953868171271
2005-02-01,23.225901,24.217800,18.845200,19.109699,13.433858,541281573808
2005-03-01,23.887199,24.961700,22.234100,23.143299,16.269423,866572313512
2005-04-01,23.143299,24.796400,22.730000,24.548401,17.257195,1004026340335
2005-05-01,24.135099,27.275999,23.143299,27.193399,19.116592,1281882088868
2005-06-01,27.193399,28.598499,26.862700,27.193399,19.116592,844452698651
2005-07-01,27.275999,30.995501,27.028099,29.590300,20.801579,189856014830
2005-08-01,29.590300,30.334200,27.275999,27.937300,19.639547,372276398401
2005-09-01,33.446400,52.757900,33.446400,52.587700,36.968445,909828889
2005-10-01,52.247299,53.098301,46.631199,49.354198,34.695335,563619090
2005-11-01,50.375301,57.863499,50.375301,57.693298,40.557617,630586700
2005-12-01,57.693298,62.798901,57.523102,61.267200,43.070015,595075710
2006-01-01,60.586498,77.605202,60.416302,73.180298,51.444759,808726303
2006-02-01,74.371597,74.882202,66.542999,70.116898,49.291233,619407805
2006-03-01,68.755402,71.818802,61.777802,68.415100,48.094898,862493710
2006-04-01,68.585297,77.605202,68.244904,73.690903,51.803715,492144665
2006-05-01,74.201401,79.987801,66.883400,69.776604,49.052006,544460721
2006-06-01,69.776604,71.478401,63.990200,68.074699,47.855602,858263062
2006-07-01,68.925598,70.457298,60.246101,66.032501,46.419956,659604822
2006-08-01,66.372803,78.217796,65.181503,75.767097,53.263245,713078923
2006-09-01,76.788300,86.182602,76.788300,82.302299,59.556847,735589001
2006-10-01,82.915001,91.492401,82.506500,88.020599,63.694809,481404991
2006-11-01,88.224800,99.252899,88.224800,96.189598,69.606194,613874667
2006-12-01,96.189598,97.414902,90.879700,94.964203,68.719444,493083339
2007-01-01,95.576897,103.746002,78.966599,91.900803,66.502670,654992242
2007-02-01,92.717697,96.189598,89.450104,93.943100,67.980537,376850727
2007-03-01,89.858597,92.105103,81.077003,90.675499,65.616005,696830107
